dup_id,template,numero_de_ocorrencias
2aeaabc4-10b2-4233-8cda-b77a0aca3730,cp cannot stat no such file or directory,13729
3ea53327-578b-4100-b805-9b3ca204b977,command failed error code proceeding,12427
a84dd9d7-5596-4c39-8ef6-5355d01223bc,cp cannot stat no such file or directory,12209
248162db-8f9e-43ed-a229-81833ab2e6f1,cp cannot stat no such file or directory,12204
192a00a0-b786-4f4b-94ad-da95cc3af486,cp cannot stat no such file or directory,12081
2465e372-1a98-4088-bc1d-4353d335f92b,no such file or directory,11877
4b7666f4-4045-4ab2-aa4d-b7f26b7a8e54,no such file or directory,11861
e66d1f61-033b-49f0-9895-bd2aa904c127,critical root uncaught exception type,11717
92a7a195-cdff-4942-b2a9-060ec1e069b0,cp cannot stat no such file or directory,11704
5459995f-990a-4ecd-b9bf-1c8691bdf231,cp cannot stat no such file or directory,11704
32df7920-4d1a-4e6f-93cd-0c8f28f15698,cp cannot stat no such file or directory,11699
addf3719-cfc6-4810-8c2f-f96843eb4e9a,cp cannot stat no such file or directory,11699
07ac3e35-3193-48c5-bd37-9a2e56880c9b,cp cannot stat no such file or directory,11669
1c80a89a-9541-4f4a-932f-4e5e86fe2f8c,cp cannot stat no such file or directory,11662
a6b35bb9-fbda-4252-b57e-7a6e6148b51b,cp cannot stat no such file or directory,11324
0f5a9a7e-86af-4d66-80d5-f823404f000a,cp cannot stat no such file or directory,11250
997ad69a-5c10-4c8a-a60e-6640eec59487,cp cannot stat no such file or directory,11250
91559cad-a86e-4374-be90-e1d29b9c2744,cp cannot stat no such file or directory,11250
9e6f499f-fcb1-471b-88a9-f3effafef0d6,cp cannot stat no such file or directory,11248
78247305-9206-4ffd-8a6b-0ca3a933d646,nmpentium command not found,11102
d75bf563-e3bd-4e11-8d15-0895a926ac34,cp cannot stat no such file or directory,11016
d50f1bfb-07a7-4397-9c75-05576335a72d,cp cannot stat no such file or directory,11004
3e3b5587-1cd2-42c3-b521-072e13a1b450,cp cannot stat no such file or directory,11004
4084e3b3-d650-48aa-94e8-9a8073e49f1a,cp cannot stat no such file or directory,10992
32308f3b-5cb1-444d-8144-4586d13cfce7,cp cannot stat no such file or directory,10970
dc4b9efc-da36-44d9-a5f9-c14ffdd827e4,fatal no such path in head,10782
e9971382-a7b8-4398-87c7-3fe8c15ab503,error copera job operators build bat executor subprocess error for bat command,10506
2951b7bd-b030-4315-a5a3-4dc3dac162b7,cp cannot stat no such file or directory,10470
3f23118a-08a8-4529-bfbc-34d30f22be35,cp cannot stat no such file or directory,10467
8319f7dd-a77f-482d-bf4b-a5402a05975e,cp cannot stat no such file or directory,10464
a96e1811-5781-4af3-b390-f9b0f2d3024b,cp cannot stat no such file or directory,10464
4daff382-cbe3-465a-8814-c1bbe2f3cfe4,cp cannot stat no such file or directory,10464
a131c802-ad56-43a6-aeb7-b402ff723e1f,cp cannot stat no such file or directory,10461
0627a828-d7b6-40e2-a50b-b4de1f49767b,cp cannot stat no such file or directory,10461
89bd1395-a527-4a73-8759-08b67418d375,cp cannot stat no such file or directory,10457
88b7876e-12fa-49e6-82c5-53d9a95ee77d,sed can t read sed no such file or directory,10413
0b97caae-7a3b-41b1-b50f-c30a93fefc29,ldppc bfd assertion fail,10401
1dd61fde-65d4-4294-8b27-d3031ea11538,line toolsetup command not found,10380
8fcce986-9f2f-4899-84c1-f1fc1e9d5955,no such file,10373
2d4236d6-851a-425d-a4e7-b9052bfc9abb,sed can t read vxtcommonsima d no such file or directory,10358
ae8b5c14-dd76-4818-955a-24fbace5ff6c,error was not declared in this scope,10286
7b46917b-4a93-489a-a7c2-259a40774599,error was not declared in this scope,10280
636fc34e-b252-411b-9376-f7bc4c5ea371,no such file,10267
4bf51732-e6ff-412f-9163-e8a52c8ea0c8,command failed error code proceeding,10241
f089463e-c24b-480f-ac02-3feda408faef,no such file,10144
abf38c57-b7be-45e9-bf91-ddcd200d45ff,no such file,10107
40c83988-ad49-45c0-93a5-00e9b62041c8,no such file,10065
9665eca3-823a-435d-86cc-4a587cf6280e,no such file,10051
9344f826-1f62-40c2-a923-decd70ba98fa,cp cannot stat no such file or directory,9946
dc40c4fe-c171-4cdb-adaa-52c751dfa0b8,cp cannot copy cyclic symbolic link,9642
d085e5fa-ea24-4332-b71f-36f1fae40cd0,no such file,9596
a5d0b23a-0012-43f6-9ed4-e76feb348ee4,cp cannot stat no such file or directory,9497
52ed6653-44e5-4c52-a01f-26ebb8d892d7,fatal no such path in head,9137
9238297b-e042-4bfe-b384-1d6bb34f3a0f,command failed error code proceeding,8844
d9c1aba1-81d9-43ab-9516-f6d70b879ca9,command failed error code proceeding,8754
b1fdf447-2167-4ca1-8fc0-2773040f5a04,attribute not found in glibc model,8749
9e37f7f8-91a3-4bd4-a9e0-8d805dacfe08,error make failed with error code skipping postbuild step,8705
75588fc3-516c-49d8-b46b-71f6a70528a9,exiting due to make error,8703
aa3a3d19-33f9-425e-980b-5b2b311ac8bd,cp cannot stat no such file or directory,8703
5cad6cf9-5d6e-45bc-a048-4dff93294684,cp cannot stat no such file or directory,8582
1377bd5c-a2a0-44be-85e4-9334d9f55f85,command returned non zero exit status,8532
1101bb7a-e42d-477b-84f9-9be97580cb2a,fatal no such path in head,8456
400b9d48-720f-4f0a-9278-66bbfeb69ca7,fatal no such path in head,8456
592f8b2c-51e5-4b44-81c5-dc085a3a3dd4,cp cannot stat no such file or directory,8344
8f4ed944-b52e-4244-8050-2e66159164eb,cp cannot stat no such file or directory,8327
b40a3f6b-3ffc-4557-a0c2-0bc2de7335c0,cp cannot stat no such file or directory,8213
c92a38ce-738c-4cb1-8f3e-8fd5e771e20f,cp cannot stat no such file or directory,8210
bc81060c-d15e-4516-903b-6a9c1538b3c6,cp cannot stat no such file or directory,8210
33cc5541-dc73-476c-9916-e7886454b68c,cp cannot stat no such file or directory,8210
2adc9a78-2cf4-4e76-8386-ed7c34738aae,cp cannot stat no such file or directory,8210
a95320d4-dd1e-4262-bfbd-a9a712b45fdf,cp cannot stat no such file or directory,8210
c9edd2b9-bbbe-47de-b5e4-31989e5eb251,cp cannot stat no such file or directory,8210
7e4c26ce-3309-497b-9dff-a70fbd9f269b,cp cannot stat no such file or directory,8208
50af0175-aecf-4e23-b1b3-466d216ef336,make cleartool command not found,8197
46bf0e23-5efc-4de3-863e-2da3d3bf3291,command failed error code proceeding,8078
b0910ef4-3891-4094-b159-9e74e534123c,cp cannot stat no such file or directory,8017
15a67911-c4d4-43c6-99f9-da187127c0fb,cp cannot stat no such file or directory,8017
c67f1255-c8a2-4a87-b118-4136c26922bc,cp cannot stat no such file or directory,8017
0f03ebfb-a3b6-4f3a-a6b9-cceba1883213,cp cannot stat no such file or directory,8017
7f8ec398-25cd-4405-b408-56c1e31c313c,cp cannot stat no such file or directory,7949
507625cd-7924-41e5-8d84-ea0426b69aa6,cp cannot stat no such file or directory,7924
d0f178af-791c-4977-86d5-94ac2ff35409,cp cannot stat no such file or directory,7674
06518710-2786-474e-af42-340c3b2fffa2,command failed error code proceeding,7664
51ef49a9-364c-422d-8353-35fea7fcc2b0,cp cannot stat no such file or directory,7632
7ca562c1-9a17-4a92-86b9-d0ff19e05b6f,cp cannot stat no such file or directory,7626
836a6d6c-2390-4807-a7ff-891269c3bbec,cp cannot stat no such file or directory,7619
0167ecd9-4849-4e6d-9522-8d8a678a6b67,cp cannot stat no such file or directory,7619
358cca57-2e71-4624-adcb-0b89b82dfc16,cp cannot stat no such file or directory,7619
e3b9680f-d12f-498f-84fe-982edb0653a2,cp cannot stat no such file or directory,7619
a17550fc-2f6a-4c14-bbf6-93d70f8d35fe,cp cannot stat no such file or directory,7619
0a5b9d13-2772-4f20-a26b-d34049bbf8ed,cp cannot stat no such file or directory,7619
0a929845-b383-4503-8563-f137f2d5135b,cp cannot stat no such file or directory,7619
8e9416f3-f346-414b-a8bf-b71826670b07,cp cannot stat no such file or directory,7618
2b219982-4ca7-4ff9-bc3e-95e79326b86c,cp cannot stat no such file or directory,7618
57cb1342-853c-475c-9a64-388eb101463b,cp cannot stat no such file or directory,7618
5131f6c4-20d6-482d-8171-e7137147f2e3,cp cannot stat no such file or directory,7618
3d682385-6c07-4967-ac1d-edeba2552794,cp cannot stat no such file or directory,7618
ed63f2fe-b1d3-40f0-ab8a-ea619db2f2fe,cp cannot stat no such file or directory,7618
5e51ecb0-e1ce-4c67-bad6-2740c18340bf,cp cannot stat no such file or directory,7618
df405b33-e88f-4ee7-97f3-fafc7b7b3a20,cp cannot stat no such file or directory,7614
f6c07b62-8dde-4da6-90be-6a42a5e1b40d,cp cannot stat no such file or directory,7594
0510ad1b-4e64-48c5-9120-23d940351386,cp cannot stat no such file or directory,7594
6197d4c1-3e9f-4cab-8ea6-705e520ee4aa,cp cannot stat no such file or directory,7572
3bfb1e69-8c88-4997-b586-86dec2ed523b,cp cannot stat no such file or directory,7572
7e7fb163-cd13-4173-bd5c-193bc17eb96f,cp cannot stat no such file or directory,7566
242ef6ac-f7c8-4374-a4c6-c537564f5d94,cp cannot stat no such file or directory,7566
a588e513-b71d-4f4b-b548-2e76c3f5bc5d,cp cannot stat no such file or directory,7566
6c241b68-b1e8-41f8-9281-9164eba90abf,cp cannot stat no such file or directory,7558
de5faafc-368f-4821-b40d-a2570ceec2ef,cp cannot stat no such file or directory,7531
e71bc260-8a44-42f8-bef8-2d16b2edc1bc,cp cannot stat no such file or directory,7508
f3f801d0-1882-475c-ab1a-dd2706254461,cp cannot stat no such file or directory,7491
69c3e795-40df-427d-bb06-981381dde83a,cp cannot stat no such file or directory,7461
675f02be-77f5-40d2-a166-6a3d3d029a45,fatal no such path in head,7403
14b3e902-4f6e-4120-b10c-8c0620624edb,fatal no such path in head,7391
b906f6d2-a997-42b6-a9ef-684a4878d44f,fatal no such path in head,7391
53d11663-b93c-43d9-aab2-f76945cfeef1,cp cannot stat no such file or directory,7377
2af6f43e-1ac0-427c-bf8b-66d8d7bdeb9f,cp cannot stat no such file or directory,7375
c0378f78-be38-499b-9a72-cded8dc29c99,cp cannot stat no such file or directory,7375
288911cc-f7e1-48f9-8752-207e1a3227dc,cp cannot stat no such file or directory,7375
b4d70009-5e29-45a6-913d-454a572bda2c,fatal no such path in head,7355
e78c0004-ac4e-49f6-bd22-84f336979dfe,cp cannot stat no such file or directory,7342
43e4c81d-ed1e-4aef-ad7f-db5916dec00f,cp cannot stat no such file or directory,7339
a8411324-78f4-4d6c-97e4-0c85cbe32a02,cp cannot stat no such file or directory,7244
ca1cfd13-1e21-42bb-b2e7-aa7ebb76a02f,attributeerror type object has no attribute,7154
ab6cbec2-6a69-4f8f-bb9f-318042264b1a,command failed error code proceeding,7137
00c65808-2c5b-496d-8c68-c9a4fa8b8c4a,cp cannot stat no such file or directory,7130
2b78fe8e-e77d-44a2-a9cd-7a885d520d4d,cp cannot stat no such file or directory,7124
fad05361-4a99-478d-8961-113cd3031526,error ome jobs held back on coverity cov due to docker image see sdo,7122
7b1633b1-d651-406f-989b-13698addaf0f,line binary operator expected,7108
b3f421f9-95b6-42c5-bde9-082633ee9552,cp cannot stat no such file or directory,7103
ad0aebaf-5bd6-4612-a94a-38fbf5951a94,cp cannot stat no such file or directory,7103
ee7db8a2-a35e-443b-801b-9ea0b9b4d1c4,cp cannot stat no such file or directory,7103
1c507cae-9c8e-4e2a-b1a3-1a108652a1e2,cp cannot stat no such file or directory,7076
ee6d8c5a-cc32-40fe-9af3-cad53fe041e5,cp cannot stat no such file or directory,7061
d008984b-3dff-4f9a-899c-df052c6db8d8,error bison version is not available,7061
23e156d6-ef02-4bb0-91f6-102e12aacd54,exiting due to error,7037
